instance_index,predicted_probability,SHAP_decile1,SHAP_decile3,SHAP_fam_inc,SHAP_lsat,SHAP_ugpa,SHAP_fulltime
0,0.51,-0.010206154358191565,0.24012625778974817,-0.04181347396426381,-0.09360506911390522,-0.13503323111170942,0.04965648184780882
1,0.9916002814465206,0.10653426958927299,0.26220235848598156,0.05452277631756741,0.0449534071403812,0.01602730231375882,0.00648497868904545
2,0.5177948543359533,0.012500275580050842,0.24696964701707472,-0.0009884726346221073,-0.12030849870545665,-0.11531214041509807,-0.005941145416514411
3,0.64,0.07695251357541016,-0.09614682304913014,0.005832317713031038,-0.03897173979695425,0.01614688195627571,0.1753116606908528
4,0.9916002814465206,0.10653426958927299,0.26220235848598156,0.05452277631756741,0.0449534071403812,0.01602730231375882,0.00648497868904545
5,0.5958401626042205,0.002235495386247648,-0.08192593600815155,0.04115893851103599,0.04290227464840905,0.0860893806960079,0.004504820460156457
6,0.67,0.08583654881994217,0.011461587486807074,0.024060962711086792,-0.05413451135491662,0.09824721388436723,0.003653009542196922
7,0.507226849524525,0.06108646304045209,0.012587025409726166,0.01595034756955762,-0.06869891895313597,-0.014170023037550815,-0.0004032334150392841
8,0.72,0.04426126034177643,-0.036418205414666005,0.04540806145268317,0.01828231348655489,0.14582247828331565,0.0017689029398174781
9,0.6932775262395137,0.1416093036338189,0.21464899779701763,0.0012018415491076022,-0.06906696716223477,-0.08899774051730329,-0.006993097971403844
10,0.65,-0.029071535016509678,0.22975311742724608,-0.023414674709255935,0.07287083310120897,-0.095161875514562,-0.005851054198643235
11,0.5743753546027753,0.13869331480707234,0.08643140508572406,-0.03002745431537558,0.002667833072025286,-0.12228281816739871,-0.0019821147897874153
12,0.5979630647466198,0.03545584775142859,0.18646905397635116,-0.11846483234474048,0.09664833785057172,-0.07957069156275243,-0.023449839834754245
13,0.57,0.04908245409794501,-0.07957162759235495,-0.00585040741969059,0.09197469444449227,-0.022672263360080196,0.036161960919172294
14,0.6388660424698611,0.0820283489155396,0.18937405543420188,-0.016463405638966845,-0.04743826191685574,-0.0596932669894074,-0.009816616245165916
15,0.5306860397822571,-0.00952104672454757,0.04732433872147242,0.017241751559196463,-0.01627074222672347,7.719401187913401e-05,-0.00904064446953545
16,0.6324636482523368,-0.003549493489364382,0.2427040708574447,-0.029158323146555865,0.04285751070248037,-0.11022139273088027,-0.0110439128513045
17,0.52,-0.07967518313316108,-0.07674239960510927,0.01821278852350906,0.2510441256090812,-0.09094909356308241,-0.002765426741755452
18,0.51,0.039169325581180914,-0.09451002139861817,-0.01484686998653667,0.1627645399313087,-0.11004065172074781,0.02658848868290367
19,0.75,0.12515905531022672,0.1940896324517922,-0.04346031457798018,-0.0913699294769093,0.06972049699164681,-0.005014129609291466
20,0.83,0.0298047408358708,0.11107884107151919,0.03009732314086515,-0.01775096836445709,-0.02805474511633244,0.2039496195220194
21,0.8210585415216488,0.151593467901758,0.2561864742673698,0.027793605224063413,-0.08537336285492886,-0.027323676471242404,-0.0026931554558858564
22,0.9334550662817682,0.09567760457781256,0.2827569822475639,-0.011693189417621428,0.03427227878821008,0.03386571947840404,-0.002299518303116779
23,0.957557942324774,0.12776703030036174,0.2370251022536782,0.031767301738415146,0.06130962386601358,0.0030601092154270895,-0.00424641395963713
24,0.8,-0.006142972558273861,0.28153038624429705,0.03531240642106222,-0.041357256900875244,0.02932874423047525,0.0004535036528031846
25,0.72,0.07810739689452065,0.19736287621697435,0.044340319772388705,-0.05030121250439828,-0.03933769975132568,-0.011046869538672026
26,0.6741844781482897,0.1262449613751507,0.13486438845688958,-0.008207800184093577,0.027862811652118086,-0.10070161709431677,-0.006753454967972617
27,0.92,0.08881830954409686,0.2185940101617252,-0.017470851149625804,0.1698109781832871,-0.033583134572760534,-0.007044501077239779
28,0.65,-0.034770637751168634,0.11241366476984921,-0.02949802257618159,0.22384610619719372,-0.11361093144979413,-0.009255368100415157
29,0.6045092011619347,0.09034816333648248,0.19617208175254475,-0.06316737698079382,-0.03565332905155216,-0.08009219372547212,-0.003973333079793743
30,0.84,0.06444691437596764,0.29600756638752057,-0.049993432230273215,0.054693800304112083,-0.026004539053993993,-2.5498693842506584e-05
31,0.6182750924480114,0.06495261984256422,0.2049033501550169,0.00835007726554363,-0.10692466056073371,-0.05140704791972185,-0.0024744352451719744
32,0.7579630647466198,0.10728273810558023,0.19842519998880603,0.00060261324921144,-0.058647820146718765,0.015491872107309273,-0.006066727468081598
33,0.64,0.012595663690929014,0.09378340715743556,-0.028299061938103675,0.08387275948983766,-0.015858689267326902,-0.006969268043287416
34,0.96,0.07066609743518065,0.23497475632276124,0.043196866168150536,0.15690689515626144,-0.03732957617058283,-0.009290227822287658
35,0.5343989237457851,0.04906726544140147,0.21619178809263684,-0.099167271376723,0.05363282935119956,-0.17912979894758274,-0.0070710777256654525
36,0.5486216284570867,0.08120207845771603,-0.11097334623012409,-0.026212231154134652,0.09109553632750257,0.025407010982381354,-0.012772608836769044
37,0.95,0.06951890695735613,0.3003415804464601,0.0789219788506693,0.003928984750727389,-0.002633390587082123,-0.0009532493286459022
38,0.51,-0.05183133808716513,0.021720235417973074,-0.08171493576086741,0.15503502387049323,-0.04079624046524243,0.006712066114292755
39,0.9193989425540888,0.22394957323638645,0.2798582841619145,0.03648391121497781,-0.09224851090661974,-0.02846881890232269,-0.0010506851607551902
40,0.6002841734982491,0.05601580398387338,0.20701164107176862,0.0057458010611210865,-0.132048725783448,-0.028300994039328516,-0.009014541706252177
41,0.6,-0.03467160932613781,-0.051189666832474494,0.000811426477800451,0.06226795201269673,0.12336246300036152,-0.0014557542427612446
42,0.6188660424698611,0.025926847969675926,0.09696300900069431,0.02331767855558675,0.05328845021518993,-0.08026118977855431,-0.001243942403247367
43,0.5161795998582728,0.13053912952148075,0.0970546749139269,-0.020554327426816326,-0.10016704721667874,-0.07824813553489533,-0.013319883309261678
44,0.6258002087958449,0.1477087866877574,0.24551752884233502,0.00022654658144769543,-0.19626480126072002,-0.06500075227763746,-0.007262288687855713
45,0.6988660424698611,0.1303496277195951,0.22929507698723298,-0.023659450158236204,-0.1525460986480684,0.016040643949506477,-0.0014889462906843645
46,0.69,0.1118727536253249,0.19458207520320311,-0.05528629295802612,0.0039061016766334853,-0.06358015318279678,-0.0023696732748507265
47,0.7522218536625421,0.0630544872499693,0.1890064329350471,0.023407699536036518,0.04719164653954083,-0.07129910683018967,-1.4494678376588645e-05
48,0.563109659418823,0.024516569009639683,0.2519947813511328,-0.01785917774738295,-0.10490087664074126,-0.08744598940279961,-0.004070836061546286
49,0.5283360943893995,0.07734299426183201,0.12968588246972024,0.0037087870133575137,-0.059198850097021215,-0.11476410587209289,-0.009313802296912477
50,0.6880018254871204,0.1282605544104446,-0.05573488744038397,0.0367249158459566,0.058923071771187385,0.02177805996661002,-0.002825077977212251
51,0.77,0.11108164704476782,0.19358844270391923,-0.04161119716126372,0.12058345358038193,-0.10744876182897801,-0.007068773249337115
52,0.568379457907805,0.03999584184824127,0.17360502872835745,-0.03255171724568065,-0.028956484812167997,-0.07560199816787497,-0.008986401353589059
53,0.7293517769164278,0.1311910761746988,0.23814740464756146,-0.0340610957310848,-0.08377884346657448,-0.018993078059452006,-0.0040288755592349495
54,0.6883494219910787,0.059606991734190415,0.09493474390303326,0.051106450915955705,-0.0509116307219159,0.03702737312474142,-0.004289695875445038
55,0.6188660424698611,0.06050577640970665,0.20761402670273074,-0.007968531473453203,-0.19047644040383296,0.057089568896327006,-0.008773546572132722
